Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths,Last_Data_Refresh
Death,2018,Place of Residence,Mariposa,45 - 49 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,50 - 54 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,50 - 54 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,50 - 54 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mariposa,55 - 59 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,55 - 59 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,55 - 59 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,60 - 64 years,No,19,06/10/2021
Death,2018,Place of Residence,Mariposa,60 - 64 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,60 - 64 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,65 - 69 years,No,14,06/10/2021
Death,2018,Place of Residence,Mariposa,65 - 69 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,65 - 69 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,70 - 74 years,No,12,06/10/2021
Death,2018,Place of Residence,Mariposa,70 - 74 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,70 - 74 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,75 - 79 years,No,19,06/10/2021
Death,2018,Place of Residence,Mariposa,75 - 79 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,75 - 79 years,Yes,12,06/10/2021
Death,2018,Place of Residence,Mariposa,80 - 84 years,No,18,06/10/2021
Death,2018,Place of Residence,Mariposa,80 - 84 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,80 - 84 years,Yes,14,06/10/2021
Death,2018,Place of Residence,Mariposa,85 - 89 years,No,17,06/10/2021
Death,2018,Place of Residence,Mariposa,85 - 89 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,85 - 89 years,Yes,12,06/10/2021
Death,2018,Place of Residence,Mariposa,90 - 94 years,No,18,06/10/2021
Death,2018,Place of Residence,Mariposa,90 - 94 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,90 - 94 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,95 - 99 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,95 - 99 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,95 - 99 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,100 years and over,No,<11,06/10/2021
Death,2018,Place of Residence,Mariposa,100 years and over,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mariposa,100 years and over,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,Less than 1 year,No,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,Less than 1 year,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,Less than 1 year,Yes,0,06/10/2021
Death,2018,Place of Residence,Mendocino,1 - 4 years,No,0,06/10/2021
Death,2018,Place of Residence,Mendocino,1 - 4 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,1 - 4 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mendocino,5 - 9 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,5 - 9 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,5 - 9 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mendocino,10 - 14 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,10 - 14 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,10 - 14 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mendocino,15 - 19 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,15 - 19 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,15 - 19 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mendocino,20 - 24 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,20 - 24 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,20 - 24 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,25 - 29 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,25 - 29 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,25 - 29 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,30 - 34 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,30 - 34 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,30 - 34 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mendocino,35 - 39 years,No,11,06/10/2021
Death,2018,Place of Residence,Mendocino,35 - 39 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,35 - 39 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mendocino,40 - 44 years,No,11,06/10/2021
Death,2018,Place of Residence,Mendocino,40 - 44 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,40 - 44 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,45 - 49 years,No,20,06/10/2021
Death,2018,Place of Residence,Mendocino,45 - 49 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,45 - 49 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mendocino,50 - 54 years,No,28,06/10/2021
Death,2018,Place of Residence,Mendocino,50 - 54 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,50 - 54 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,55 - 59 years,No,44,06/10/2021
Death,2018,Place of Residence,Mendocino,55 - 59 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,55 - 59 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,60 - 64 years,No,49,06/10/2021
Death,2018,Place of Residence,Mendocino,60 - 64 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,60 - 64 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,65 - 69 years,No,76,06/10/2021
Death,2018,Place of Residence,Mendocino,65 - 69 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,65 - 69 years,Yes,17,06/10/2021
Death,2018,Place of Residence,Mendocino,70 - 74 years,No,67,06/10/2021
Death,2018,Place of Residence,Mendocino,70 - 74 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,70 - 74 years,Yes,28,06/10/2021
Death,2018,Place of Residence,Mendocino,75 - 79 years,No,54,06/10/2021
Death,2018,Place of Residence,Mendocino,75 - 79 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,75 - 79 years,Yes,32,06/10/2021
Death,2018,Place of Residence,Mendocino,80 - 84 years,No,50,06/10/2021
Death,2018,Place of Residence,Mendocino,80 - 84 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,80 - 84 years,Yes,27,06/10/2021
Death,2018,Place of Residence,Mendocino,85 - 89 years,No,71,06/10/2021
Death,2018,Place of Residence,Mendocino,85 - 89 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,85 - 89 years,Yes,25,06/10/2021
Death,2018,Place of Residence,Mendocino,90 - 94 years,No,64,06/10/2021
Death,2018,Place of Residence,Mendocino,90 - 94 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,90 - 94 years,Yes,24,06/10/2021
Death,2018,Place of Residence,Mendocino,95 - 99 years,No,34,06/10/2021
Death,2018,Place of Residence,Mendocino,95 - 99 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,95 - 99 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mendocino,100 years and over,No,15,06/10/2021
Death,2018,Place of Residence,Mendocino,100 years and over,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mendocino,100 years and over,Yes,0,06/10/2021
Death,2018,Place of Residence,Merced,Less than 1 year,No,15,06/10/2021
Death,2018,Place of Residence,Merced,Less than 1 year,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,Less than 1 year,Yes,0,06/10/2021
Death,2018,Place of Residence,Merced,1 - 4 years,No,<11,06/10/2021
Death,2018,Place of Residence,Merced,1 - 4 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,1 - 4 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Merced,5 - 9 years,No,<11,06/10/2021
Death,2018,Place of Residence,Merced,5 - 9 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,5 - 9 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Merced,10 - 14 years,No,<11,06/10/2021
Death,2018,Place of Residence,Merced,10 - 14 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,10 - 14 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Merced,15 - 19 years,No,<11,06/10/2021
Death,2018,Place of Residence,Merced,15 - 19 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,15 - 19 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Merced,20 - 24 years,No,14,06/10/2021
Death,2018,Place of Residence,Merced,20 - 24 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,20 - 24 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Merced,25 - 29 years,No,18,06/10/2021
Death,2018,Place of Residence,Merced,25 - 29 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Merced,25 - 29 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Merced,30 - 34 years,No,25,06/10/2021
Death,2018,Place of Residence,Merced,30 - 34 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,30 - 34 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Merced,35 - 39 years,No,22,06/10/2021
Death,2018,Place of Residence,Merced,35 - 39 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,35 - 39 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Merced,40 - 44 years,No,33,06/10/2021
Death,2018,Place of Residence,Merced,40 - 44 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,40 - 44 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Merced,45 - 49 years,No,40,06/10/2021
Death,2018,Place of Residence,Merced,45 - 49 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Merced,45 - 49 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Merced,50 - 54 years,No,77,06/10/2021
Death,2018,Place of Residence,Merced,50 - 54 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,50 - 54 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Merced,55 - 59 years,No,87,06/10/2021
Death,2018,Place of Residence,Merced,55 - 59 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Merced,55 - 59 years,Yes,14,06/10/2021
Death,2018,Place of Residence,Merced,60 - 64 years,No,129,06/10/2021
Death,2018,Place of Residence,Merced,60 - 64 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Merced,60 - 64 years,Yes,22,06/10/2021
Death,2018,Place of Residence,Merced,65 - 69 years,No,127,06/10/2021
Death,2018,Place of Residence,Merced,65 - 69 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Merced,65 - 69 years,Yes,28,06/10/2021
Death,2018,Place of Residence,Merced,70 - 74 years,No,146,06/10/2021
Death,2018,Place of Residence,Merced,70 - 74 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Merced,70 - 74 years,Yes,46,06/10/2021
Death,2018,Place of Residence,Merced,75 - 79 years,No,149,06/10/2021
Death,2018,Place of Residence,Merced,75 - 79 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Merced,75 - 79 years,Yes,33,06/10/2021
Death,2018,Place of Residence,Merced,80 - 84 years,No,165,06/10/2021
Death,2018,Place of Residence,Merced,80 - 84 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Merced,80 - 84 years,Yes,57,06/10/2021
Death,2018,Place of Residence,Merced,85 - 89 years,No,149,06/10/2021
Death,2018,Place of Residence,Merced,85 - 89 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,85 - 89 years,Yes,66,06/10/2021
Death,2018,Place of Residence,Merced,90 - 94 years,No,130,06/10/2021
Death,2018,Place of Residence,Merced,90 - 94 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Merced,90 - 94 years,Yes,43,06/10/2021
Death,2018,Place of Residence,Merced,95 - 99 years,No,64,06/10/2021
Death,2018,Place of Residence,Merced,95 - 99 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Merced,95 - 99 years,Yes,18,06/10/2021
Death,2018,Place of Residence,Merced,100 years and over,No,16,06/10/2021
Death,2018,Place of Residence,Merced,100 years and over,Unknown,0,06/10/2021
Death,2018,Place of Residence,Merced,100 years and over,Yes,<11,06/10/2021
Death,2018,Place of Residence,Modoc,Less than 1 year,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,Less than 1 year,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,Less than 1 year,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,1 - 4 years,No,0,06/10/2021
Death,2018,Place of Residence,Modoc,1 - 4 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,1 - 4 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,5 - 9 years,No,0,06/10/2021
Death,2018,Place of Residence,Modoc,5 - 9 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,5 - 9 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,10 - 14 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,10 - 14 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,10 - 14 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,15 - 19 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,15 - 19 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,15 - 19 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,20 - 24 years,No,0,06/10/2021
Death,2018,Place of Residence,Modoc,20 - 24 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,20 - 24 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,25 - 29 years,No,0,06/10/2021
Death,2018,Place of Residence,Modoc,25 - 29 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,25 - 29 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,30 - 34 years,No,0,06/10/2021
Death,2018,Place of Residence,Modoc,30 - 34 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,30 - 34 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,35 - 39 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,35 - 39 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,35 - 39 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,40 - 44 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,40 - 44 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,40 - 44 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,45 - 49 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,45 - 49 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,45 - 49 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,50 - 54 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,50 - 54 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,50 - 54 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,55 - 59 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,55 - 59 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,55 - 59 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,60 - 64 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,60 - 64 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,60 - 64 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Modoc,65 - 69 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,65 - 69 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,65 - 69 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Modoc,70 - 74 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,70 - 74 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,70 - 74 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Modoc,75 - 79 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,75 - 79 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,75 - 79 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Modoc,80 - 84 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,80 - 84 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,80 - 84 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Modoc,85 - 89 years,No,13,06/10/2021
Death,2018,Place of Residence,Modoc,85 - 89 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,85 - 89 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Modoc,90 - 94 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,90 - 94 years,Unknown,<11,06/10/2021
Death,2018,Place of Residence,Modoc,90 - 94 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Modoc,95 - 99 years,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,95 - 99 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,95 - 99 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Modoc,100 years and over,No,<11,06/10/2021
Death,2018,Place of Residence,Modoc,100 years and over,Unknown,0,06/10/2021
Death,2018,Place of Residence,Modoc,100 years and over,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,Less than 1 year,No,0,06/10/2021
Death,2018,Place of Residence,Mono,Less than 1 year,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,Less than 1 year,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,1 - 4 years,No,0,06/10/2021
Death,2018,Place of Residence,Mono,1 - 4 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,1 - 4 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,5 - 9 years,No,0,06/10/2021
Death,2018,Place of Residence,Mono,5 - 9 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,5 - 9 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,10 - 14 years,No,0,06/10/2021
Death,2018,Place of Residence,Mono,10 - 14 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,10 - 14 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,15 - 19 years,No,0,06/10/2021
Death,2018,Place of Residence,Mono,15 - 19 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,15 - 19 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,20 - 24 years,No,0,06/10/2021
Death,2018,Place of Residence,Mono,20 - 24 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,20 - 24 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,25 - 29 years,No,0,06/10/2021
Death,2018,Place of Residence,Mono,25 - 29 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,25 - 29 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,30 - 34 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mono,30 - 34 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,30 - 34 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,35 - 39 years,No,0,06/10/2021
Death,2018,Place of Residence,Mono,35 - 39 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,35 - 39 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,40 - 44 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mono,40 - 44 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,40 - 44 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,45 - 49 years,No,0,06/10/2021
Death,2018,Place of Residence,Mono,45 - 49 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,45 - 49 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,50 - 54 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mono,50 - 54 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,50 - 54 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,55 - 59 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mono,55 - 59 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,55 - 59 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,60 - 64 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mono,60 - 64 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,60 - 64 years,Yes,0,06/10/2021
Death,2018,Place of Residence,Mono,65 - 69 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mono,65 - 69 years,Unknown,0,06/10/2021
Death,2018,Place of Residence,Mono,65 - 69 years,Yes,<11,06/10/2021
Death,2018,Place of Residence,Mono,70 - 74 years,No,<11,06/10/2021
Death,2018,Place of Residence,Mono,70 - 74 years,Unknown,0,06/10/2021
