Year_of_Death,County_of_Residence,Age,Education_Level,Total_Deaths_Education
2018,Riverside,50 - 54 years,Unknown,10
2018,Riverside,55 - 59 years,Less than High School,216
2018,Riverside,55 - 59 years,High School Graduate or GED Completed,381
2018,Riverside,55 - 59 years,"Some College Credit, No 4-Year Degree",230
2018,Riverside,55 - 59 years,Bachelor's Degree,67
2018,Riverside,55 - 59 years,Graduate Degree,42
2018,Riverside,55 - 59 years,Unknown,25
2018,Riverside,60 - 64 years,Less than High School,199
2018,Riverside,60 - 64 years,High School Graduate or GED Completed,499
2018,Riverside,60 - 64 years,"Some College Credit, No 4-Year Degree",358
2018,Riverside,60 - 64 years,Bachelor's Degree,129
2018,Riverside,60 - 64 years,Graduate Degree,82
2018,Riverside,60 - 64 years,Unknown,57
2018,Riverside,65 - 69 years,Less than High School,224
2018,Riverside,65 - 69 years,High School Graduate or GED Completed,482
2018,Riverside,65 - 69 years,"Some College Credit, No 4-Year Degree",480
2018,Riverside,65 - 69 years,Bachelor's Degree,172
2018,Riverside,65 - 69 years,Graduate Degree,104
2018,Riverside,65 - 69 years,Unknown,48
2018,Riverside,70 - 74 years,Less than High School,287
2018,Riverside,70 - 74 years,High School Graduate or GED Completed,563
2018,Riverside,70 - 74 years,"Some College Credit, No 4-Year Degree",525
2018,Riverside,70 - 74 years,Bachelor's Degree,212
2018,Riverside,70 - 74 years,Graduate Degree,144
2018,Riverside,70 - 74 years,Unknown,50
2018,Riverside,75 - 79 years,Less than High School,357
2018,Riverside,75 - 79 years,High School Graduate or GED Completed,686
2018,Riverside,75 - 79 years,"Some College Credit, No 4-Year Degree",522
2018,Riverside,75 - 79 years,Bachelor's Degree,258
2018,Riverside,75 - 79 years,Graduate Degree,136
2018,Riverside,75 - 79 years,Unknown,40
2018,Riverside,80 - 84 years,Less than High School,442
2018,Riverside,80 - 84 years,High School Graduate or GED Completed,847
2018,Riverside,80 - 84 years,"Some College Credit, No 4-Year Degree",548
2018,Riverside,80 - 84 years,Bachelor's Degree,277
2018,Riverside,80 - 84 years,Graduate Degree,173
2018,Riverside,80 - 84 years,Unknown,42
2018,Riverside,85 - 89 years,Less than High School,453
2018,Riverside,85 - 89 years,High School Graduate or GED Completed,885
2018,Riverside,85 - 89 years,"Some College Credit, No 4-Year Degree",503
2018,Riverside,85 - 89 years,Bachelor's Degree,296
2018,Riverside,85 - 89 years,Graduate Degree,192
2018,Riverside,85 - 89 years,Unknown,36
2018,Riverside,90 - 94 years,Less than High School,355
2018,Riverside,90 - 94 years,High School Graduate or GED Completed,744
2018,Riverside,90 - 94 years,"Some College Credit, No 4-Year Degree",395
2018,Riverside,90 - 94 years,Bachelor's Degree,200
2018,Riverside,90 - 94 years,Graduate Degree,141
2018,Riverside,90 - 94 years,Unknown,28
2018,Riverside,95 - 99 years,Less than High School,169
2018,Riverside,95 - 99 years,High School Graduate or GED Completed,330
2018,Riverside,95 - 99 years,"Some College Credit, No 4-Year Degree",182
2018,Riverside,95 - 99 years,Bachelor's Degree,93
2018,Riverside,95 - 99 years,Graduate Degree,44
2018,Riverside,95 - 99 years,Unknown,10
2018,Riverside,100 years and over,Less than High School,41
2018,Riverside,100 years and over,High School Graduate or GED Completed,59
2018,Riverside,100 years and over,"Some College Credit, No 4-Year Degree",31
2018,Riverside,100 years and over,Bachelor's Degree,13
2018,Riverside,100 years and over,Graduate Degree,10
2018,Riverside,100 years and over,Unknown,10
2018,Sacramento,Less than 1 year,Less than High School,92
2018,Sacramento,Less than 1 year,High School Graduate or GED Completed,0
2018,Sacramento,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2018,Sacramento,Less than 1 year,Bachelor's Degree,0
2018,Sacramento,Less than 1 year,Graduate Degree,0
2018,Sacramento,Less than 1 year,Unknown,0
2018,Sacramento,1 - 4 years,Less than High School,15
2018,Sacramento,1 - 4 years,High School Graduate or GED Completed,0
2018,Sacramento,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2018,Sacramento,1 - 4 years,Bachelor's Degree,0
2018,Sacramento,1 - 4 years,Graduate Degree,0
2018,Sacramento,1 - 4 years,Unknown,0
2018,Sacramento,5 - 9 years,Less than High School,18
2018,Sacramento,5 - 9 years,High School Graduate or GED Completed,0
2018,Sacramento,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2018,Sacramento,5 - 9 years,Bachelor's Degree,0
2018,Sacramento,5 - 9 years,Graduate Degree,0
2018,Sacramento,5 - 9 years,Unknown,10
2018,Sacramento,10 - 14 years,Less than High School,10
2018,Sacramento,10 - 14 years,High School Graduate or GED Completed,0
2018,Sacramento,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2018,Sacramento,10 - 14 years,Bachelor's Degree,0
2018,Sacramento,10 - 14 years,Graduate Degree,0
2018,Sacramento,10 - 14 years,Unknown,0
2018,Sacramento,15 - 19 years,Less than High School,19
2018,Sacramento,15 - 19 years,High School Graduate or GED Completed,12
2018,Sacramento,15 - 19 years,"Some College Credit, No 4-Year Degree",10
2018,Sacramento,15 - 19 years,Bachelor's Degree,0
2018,Sacramento,15 - 19 years,Graduate Degree,0
2018,Sacramento,15 - 19 years,Unknown,0
2018,Sacramento,20 - 24 years,Less than High School,11
2018,Sacramento,20 - 24 years,High School Graduate or GED Completed,31
2018,Sacramento,20 - 24 years,"Some College Credit, No 4-Year Degree",29
2018,Sacramento,20 - 24 years,Bachelor's Degree,10
2018,Sacramento,20 - 24 years,Graduate Degree,0
2018,Sacramento,20 - 24 years,Unknown,10
2018,Sacramento,25 - 29 years,Less than High School,19
2018,Sacramento,25 - 29 years,High School Graduate or GED Completed,45
2018,Sacramento,25 - 29 years,"Some College Credit, No 4-Year Degree",28
2018,Sacramento,25 - 29 years,Bachelor's Degree,12
2018,Sacramento,25 - 29 years,Graduate Degree,10
2018,Sacramento,25 - 29 years,Unknown,10
2018,Sacramento,30 - 34 years,Less than High School,13
2018,Sacramento,30 - 34 years,High School Graduate or GED Completed,70
2018,Sacramento,30 - 34 years,"Some College Credit, No 4-Year Degree",44
2018,Sacramento,30 - 34 years,Bachelor's Degree,16
2018,Sacramento,30 - 34 years,Graduate Degree,10
2018,Sacramento,30 - 34 years,Unknown,10
2018,Sacramento,35 - 39 years,Less than High School,26
2018,Sacramento,35 - 39 years,High School Graduate or GED Completed,70
2018,Sacramento,35 - 39 years,"Some College Credit, No 4-Year Degree",42
2018,Sacramento,35 - 39 years,Bachelor's Degree,10
2018,Sacramento,35 - 39 years,Graduate Degree,12
2018,Sacramento,35 - 39 years,Unknown,10
2018,Sacramento,40 - 44 years,Less than High School,26
2018,Sacramento,40 - 44 years,High School Graduate or GED Completed,76
2018,Sacramento,40 - 44 years,"Some College Credit, No 4-Year Degree",55
2018,Sacramento,40 - 44 years,Bachelor's Degree,16
2018,Sacramento,40 - 44 years,Graduate Degree,10
2018,Sacramento,40 - 44 years,Unknown,10
2018,Sacramento,45 - 49 years,Less than High School,47
2018,Sacramento,45 - 49 years,High School Graduate or GED Completed,104
2018,Sacramento,45 - 49 years,"Some College Credit, No 4-Year Degree",87
2018,Sacramento,45 - 49 years,Bachelor's Degree,32
2018,Sacramento,45 - 49 years,Graduate Degree,12
2018,Sacramento,45 - 49 years,Unknown,14
2018,Sacramento,50 - 54 years,Less than High School,66
2018,Sacramento,50 - 54 years,High School Graduate or GED Completed,184
2018,Sacramento,50 - 54 years,"Some College Credit, No 4-Year Degree",113
2018,Sacramento,50 - 54 years,Bachelor's Degree,37
2018,Sacramento,50 - 54 years,Graduate Degree,16
2018,Sacramento,50 - 54 years,Unknown,17
2018,Sacramento,55 - 59 years,Less than High School,116
2018,Sacramento,55 - 59 years,High School Graduate or GED Completed,293
2018,Sacramento,55 - 59 years,"Some College Credit, No 4-Year Degree",190
2018,Sacramento,55 - 59 years,Bachelor's Degree,57
2018,Sacramento,55 - 59 years,Graduate Degree,26
2018,Sacramento,55 - 59 years,Unknown,28
2018,Sacramento,60 - 64 years,Less than High School,86
2018,Sacramento,60 - 64 years,High School Graduate or GED Completed,352
2018,Sacramento,60 - 64 years,"Some College Credit, No 4-Year Degree",264
2018,Sacramento,60 - 64 years,Bachelor's Degree,110
2018,Sacramento,60 - 64 years,Graduate Degree,42
2018,Sacramento,60 - 64 years,Unknown,51
2018,Sacramento,65 - 69 years,Less than High School,102
2018,Sacramento,65 - 69 years,High School Graduate or GED Completed,372
2018,Sacramento,65 - 69 years,"Some College Credit, No 4-Year Degree",311
2018,Sacramento,65 - 69 years,Bachelor's Degree,141
2018,Sacramento,65 - 69 years,Graduate Degree,69
2018,Sacramento,65 - 69 years,Unknown,43
2018,Sacramento,70 - 74 years,Less than High School,144
2018,Sacramento,70 - 74 years,High School Graduate or GED Completed,385
2018,Sacramento,70 - 74 years,"Some College Credit, No 4-Year Degree",331
2018,Sacramento,70 - 74 years,Bachelor's Degree,143
2018,Sacramento,70 - 74 years,Graduate Degree,107
2018,Sacramento,70 - 74 years,Unknown,45
2018,Sacramento,75 - 79 years,Less than High School,152
2018,Sacramento,75 - 79 years,High School Graduate or GED Completed,439
2018,Sacramento,75 - 79 years,"Some College Credit, No 4-Year Degree",342
2018,Sacramento,75 - 79 years,Bachelor's Degree,168
2018,Sacramento,75 - 79 years,Graduate Degree,118
2018,Sacramento,75 - 79 years,Unknown,28
2018,Sacramento,80 - 84 years,Less than High School,221
2018,Sacramento,80 - 84 years,High School Graduate or GED Completed,531
2018,Sacramento,80 - 84 years,"Some College Credit, No 4-Year Degree",338
2018,Sacramento,80 - 84 years,Bachelor's Degree,199
2018,Sacramento,80 - 84 years,Graduate Degree,140
2018,Sacramento,80 - 84 years,Unknown,32
2018,Sacramento,85 - 89 years,Less than High School,250
2018,Sacramento,85 - 89 years,High School Graduate or GED Completed,622
2018,Sacramento,85 - 89 years,"Some College Credit, No 4-Year Degree",360
2018,Sacramento,85 - 89 years,Bachelor's Degree,221
2018,Sacramento,85 - 89 years,Graduate Degree,135
2018,Sacramento,85 - 89 years,Unknown,20
2018,Sacramento,90 - 94 years,Less than High School,231
2018,Sacramento,90 - 94 years,High School Graduate or GED Completed,535
2018,Sacramento,90 - 94 years,"Some College Credit, No 4-Year Degree",268
2018,Sacramento,90 - 94 years,Bachelor's Degree,176
2018,Sacramento,90 - 94 years,Graduate Degree,103
2018,Sacramento,90 - 94 years,Unknown,19
2018,Sacramento,95 - 99 years,Less than High School,114
2018,Sacramento,95 - 99 years,High School Graduate or GED Completed,269
2018,Sacramento,95 - 99 years,"Some College Credit, No 4-Year Degree",165
2018,Sacramento,95 - 99 years,Bachelor's Degree,79
2018,Sacramento,95 - 99 years,Graduate Degree,40
2018,Sacramento,95 - 99 years,Unknown,10
2018,Sacramento,100 years and over,Less than High School,34
2018,Sacramento,100 years and over,High School Graduate or GED Completed,61
2018,Sacramento,100 years and over,"Some College Credit, No 4-Year Degree",26
2018,Sacramento,100 years and over,Bachelor's Degree,13
2018,Sacramento,100 years and over,Graduate Degree,10
2018,Sacramento,100 years and over,Unknown,10
2018,San Benito,Less than 1 year,Less than High School,10
2018,San Benito,Less than 1 year,High School Graduate or GED Completed,0
2018,San Benito,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2018,San Benito,Less than 1 year,Bachelor's Degree,0
2018,San Benito,Less than 1 year,Graduate Degree,0
2018,San Benito,Less than 1 year,Unknown,0
2018,San Benito,1 - 4 years,Less than High School,10
2018,San Benito,1 - 4 years,High School Graduate or GED Completed,0
2018,San Benito,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2018,San Benito,1 - 4 years,Bachelor's Degree,0
2018,San Benito,1 - 4 years,Graduate Degree,0
2018,San Benito,1 - 4 years,Unknown,0
2018,San Benito,5 - 9 years,Less than High School,0
2018,San Benito,5 - 9 years,High School Graduate or GED Completed,0
2018,San Benito,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2018,San Benito,5 - 9 years,Bachelor's Degree,0
2018,San Benito,5 - 9 years,Graduate Degree,0
2018,San Benito,5 - 9 years,Unknown,0
2018,San Benito,10 - 14 years,Less than High School,0
2018,San Benito,10 - 14 years,High School Graduate or GED Completed,0
2018,San Benito,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2018,San Benito,10 - 14 years,Bachelor's Degree,0
2018,San Benito,10 - 14 years,Graduate Degree,0
2018,San Benito,10 - 14 years,Unknown,0
2018,San Benito,15 - 19 years,Less than High School,10
2018,San Benito,15 - 19 years,High School Graduate or GED Completed,0
2018,San Benito,15 - 19 years,"Some College Credit, No 4-Year Degree",0
2018,San Benito,15 - 19 years,Bachelor's Degree,0
2018,San Benito,15 - 19 years,Graduate Degree,0
2018,San Benito,15 - 19 years,Unknown,0
2018,San Benito,20 - 24 years,Less than High School,0
2018,San Benito,20 - 24 years,High School Graduate or GED Completed,10
2018,San Benito,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,20 - 24 years,Bachelor's Degree,0
2018,San Benito,20 - 24 years,Graduate Degree,0
2018,San Benito,20 - 24 years,Unknown,0
2018,San Benito,25 - 29 years,Less than High School,0
2018,San Benito,25 - 29 years,High School Graduate or GED Completed,10
2018,San Benito,25 - 29 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,25 - 29 years,Bachelor's Degree,0
2018,San Benito,25 - 29 years,Graduate Degree,0
2018,San Benito,25 - 29 years,Unknown,10
2018,San Benito,30 - 34 years,Less than High School,0
2018,San Benito,30 - 34 years,High School Graduate or GED Completed,10
2018,San Benito,30 - 34 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,30 - 34 years,Bachelor's Degree,10
2018,San Benito,30 - 34 years,Graduate Degree,0
2018,San Benito,30 - 34 years,Unknown,0
2018,San Benito,35 - 39 years,Less than High School,10
2018,San Benito,35 - 39 years,High School Graduate or GED Completed,10
2018,San Benito,35 - 39 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,35 - 39 years,Bachelor's Degree,0
2018,San Benito,35 - 39 years,Graduate Degree,0
2018,San Benito,35 - 39 years,Unknown,0
2018,San Benito,40 - 44 years,Less than High School,0
2018,San Benito,40 - 44 years,High School Graduate or GED Completed,10
2018,San Benito,40 - 44 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,40 - 44 years,Bachelor's Degree,0
2018,San Benito,40 - 44 years,Graduate Degree,0
2018,San Benito,40 - 44 years,Unknown,0
2018,San Benito,45 - 49 years,Less than High School,0
2018,San Benito,45 - 49 years,High School Graduate or GED Completed,10
2018,San Benito,45 - 49 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,45 - 49 years,Bachelor's Degree,0
2018,San Benito,45 - 49 years,Graduate Degree,0
2018,San Benito,45 - 49 years,Unknown,0
2018,San Benito,50 - 54 years,Less than High School,10
2018,San Benito,50 - 54 years,High School Graduate or GED Completed,10
2018,San Benito,50 - 54 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,50 - 54 years,Bachelor's Degree,0
2018,San Benito,50 - 54 years,Graduate Degree,0
2018,San Benito,50 - 54 years,Unknown,0
2018,San Benito,55 - 59 years,Less than High School,10
2018,San Benito,55 - 59 years,High School Graduate or GED Completed,10
2018,San Benito,55 - 59 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,55 - 59 years,Bachelor's Degree,10
2018,San Benito,55 - 59 years,Graduate Degree,10
2018,San Benito,55 - 59 years,Unknown,0
2018,San Benito,60 - 64 years,Less than High School,10
2018,San Benito,60 - 64 years,High School Graduate or GED Completed,12
2018,San Benito,60 - 64 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,60 - 64 years,Bachelor's Degree,0
2018,San Benito,60 - 64 years,Graduate Degree,10
2018,San Benito,60 - 64 years,Unknown,0
2018,San Benito,65 - 69 years,Less than High School,10
2018,San Benito,65 - 69 years,High School Graduate or GED Completed,10
2018,San Benito,65 - 69 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,65 - 69 years,Bachelor's Degree,10
2018,San Benito,65 - 69 years,Graduate Degree,0
2018,San Benito,65 - 69 years,Unknown,0
2018,San Benito,70 - 74 years,Less than High School,10
2018,San Benito,70 - 74 years,High School Graduate or GED Completed,10
2018,San Benito,70 - 74 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,70 - 74 years,Bachelor's Degree,10
2018,San Benito,70 - 74 years,Graduate Degree,10
2018,San Benito,70 - 74 years,Unknown,0
2018,San Benito,75 - 79 years,Less than High School,13
2018,San Benito,75 - 79 years,High School Graduate or GED Completed,13
2018,San Benito,75 - 79 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,75 - 79 years,Bachelor's Degree,10
2018,San Benito,75 - 79 years,Graduate Degree,10
2018,San Benito,75 - 79 years,Unknown,0
2018,San Benito,80 - 84 years,Less than High School,11
2018,San Benito,80 - 84 years,High School Graduate or GED Completed,10
2018,San Benito,80 - 84 years,"Some College Credit, No 4-Year Degree",11
2018,San Benito,80 - 84 years,Bachelor's Degree,10
2018,San Benito,80 - 84 years,Graduate Degree,10
2018,San Benito,80 - 84 years,Unknown,0
2018,San Benito,85 - 89 years,Less than High School,19
2018,San Benito,85 - 89 years,High School Graduate or GED Completed,10
2018,San Benito,85 - 89 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,85 - 89 years,Bachelor's Degree,10
2018,San Benito,85 - 89 years,Graduate Degree,10
2018,San Benito,85 - 89 years,Unknown,0
2018,San Benito,90 - 94 years,Less than High School,15
2018,San Benito,90 - 94 years,High School Graduate or GED Completed,13
2018,San Benito,90 - 94 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,90 - 94 years,Bachelor's Degree,10
2018,San Benito,90 - 94 years,Graduate Degree,10
2018,San Benito,90 - 94 years,Unknown,0
2018,San Benito,95 - 99 years,Less than High School,10
2018,San Benito,95 - 99 years,High School Graduate or GED Completed,10
2018,San Benito,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2018,San Benito,95 - 99 years,Bachelor's Degree,10
2018,San Benito,95 - 99 years,Graduate Degree,10
